@relation 'Cleaned_data -ver 4'

@attribute LOC numeric
@attribute NBI numeric
@attribute LOCCOM numeric
@attribute NPM numeric
@attribute NSTAM numeric
@attribute NOF numeric
@attribute NSTAF numeric
@attribute NMC numeric
@attribute NMCI numeric
@attribute NMCE numeric
@attribute WMC numeric
@attribute AMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute MFA numeric
@attribute CBO numeric
@attribute IC numeric
@attribute CBM numeric
@attribute CA numeric
@attribute CE numeric
@attribute LCOM numeric
@attribute LCOM3 numeric
@attribute CAM numeric
@attribute DAM numeric
@attribute NPRIF numeric
@attribute NPRIM numeric
@attribute NPROM numeric
@attribute T-LOC numeric
@attribute T-NOT numeric
@attribute T-NOA numeric
@attribute T-NMC numeric
@attribute T-WMC numeric
@attribute T-AMC numeric
@attribute MUTATION_SCORE {0,1}

@data
139,271,139,2,0,3,3,58,13,45,6,29.5,29,2,0,0.76,4,1,1,0,4,15,1.2,0.72,0.33,1,2,2,107,4,4,65,6,34.17,0
139,276,139,2,0,3,3,60,13,47,6,28.83,29,2,0,0.76,4,1,1,0,4,15,1.2,0.72,0.33,1,2,2,107,4,4,65,6,34.17,0
627,1816,584,16,3,17,14,377,64,313,20,61.45,127,2,0,0.42,32,1,1,1,32,20,0.94,0.23,0.29,5,3,0,141,1,0,58,4,42.25,0
518,1621,507,40,1,20,0,198,165,33,46,21.78,148,1,0,0,8,0,0,0,8,649,0.89,0.15,1,20,5,1,320,20,0,286,25,30.12,0
88,274,83,8,0,3,0,36,3,33,9,18.78,24,1,0,0,0,0,0,0,0,0,0.33,0.48,1,3,1,0,74,2,5,33,7,16.86,0
162,469,0,42,0,0,0,114,110,4,43,7.81,101,2,0,0.49,24,0,0,1,24,351,2,0.12,0,0,0,0,104,8,0,65,10,23.1,0
168,475,7,20,0,4,1,68,10,58,20,14.25,46,1,0,0,2,0,0,0,2,68,0.76,0.29,1,4,0,0,45,2,6,25,4,23.25,0
195,487,195,7,2,1,0,95,9,86,12,26.75,67,1,0,0,10,1,1,0,10,10,0.18,0.21,1,1,5,0,119,3,0,54,5,30.4,0
278,580,278,12,3,6,5,87,9,78,14,26.93,60,1,0,0,23,1,1,0,23,25,0.87,0.19,0.5,3,1,0,159,5,11,116,8,57.62,0
422,935,398,17,25,6,6,144,43,101,26,21.15,95,1,0,0,19,0,0,0,19,233,0.81,0.09,0.83,2,3,5,112,6,15,118,11,36.18,0
376,880,376,17,1,13,1,93,42,51,26,26.23,64,1,0,0,8,1,1,1,8,183,0.79,0.15,1,13,1,0,185,13,9,102,15,18.47,0
1891,759,1891,22,14,18,15,104,41,63,37,14.08,90,4,0,0.59,47,4,17,0,47,490,0.94,0.12,0.61,11,3,4,113,6,6,121,9,78.56,0
234,640,215,14,3,9,3,74,8,66,16,26.12,49,1,0,0,7,1,1,0,7,56,0.68,0.28,0.78,7,0,0,86,1,1,22,3,96.67,0
333,979,333,6,7,0,0,144,76,68,8,78.38,70,1,0,0,33,0,0,0,33,28,2,0.28,0,0,2,0,98,1,4,43,5,39.6,0
113,195,113,3,1,2,1,27,2,25,8,14.25,27,1,0,0,8,0,0,0,8,0,0.43,0.39,1,2,0,4,158,8,27,140,11,41.09,0
99,104,99,9,0,2,0,17,8,9,9,7.22,22,1,0,0,5,0,0,0,5,0,0.38,0.23,1,2,0,0,57,3,0,25,6,22.17,0
245,627,245,5,0,2,0,123,60,63,11,36.82,50,2,0,0.67,6,1,1,0,6,51,0.55,0.29,1,2,0,6,162,3,26,97,5,75.8,0
133,205,127,32,0,0,0,35,31,4,32,3.69,20,1,0,0,13,0,0,3,11,496,2,0.53,0,0,0,0,18,1,3,19,2,23.5,0
86,153,86,6,2,4,0,16,6,10,9,9.78,22,2,0,0.3,7,0,0,1,6,18,0.62,0.3,1,4,2,0,88,2,0,33,4,30,0
105,139,105,6,1,3,2,13,7,6,7,11.71,13,2,0,0.5,5,0,0,0,5,13,0.89,0.39,1,3,0,0,139,3,4,44,5,37.8,0
280,497,280,3,1,7,2,92,47,45,10,30.8,76,1,0,0,28,0,0,0,28,29,0.76,0.25,1,7,6,0,323,2,10,161,9,67.22,0
96,121,96,0,0,9,4,4,0,4,7,9.29,9,1,0,0,1,0,0,0,1,0,0.89,0.29,0.56,5,0,0,64,3,0,6,4,9,0
119,375,119,12,0,1,0,74,10,64,14,17.57,39,1,0,0,5,0,0,0,5,19,0,0.23,1,1,0,0,54,1,3,25,2,38,0
51,135,0,3,0,0,0,26,7,19,7,12.57,21,3,0,0.83,6,2,5,1,5,21,2,0.43,0,0,0,4,44,3,0,28,5,15.6,0
74,144,58,3,1,2,0,20,2,18,8,10.5,29,1,0,0,3,0,0,0,3,20,0.71,0.38,1,2,3,2,46,3,0,16,5,12.6,0
159,220,146,13,0,6,1,32,3,29,13,10.77,30,1,0,0,4,0,0,0,4,42,0.78,0.4,1,6,0,0,76,4,7,23,5,19.8,0
330,210,330,26,0,13,1,3,2,1,26,4,28,2,0,0.04,3,0,0,0,3,297,0.96,0.15,1,13,0,0,28,1,0,18,2,32,0
42,79,0,5,0,1,1,11,2,9,5,9.6,15,1,0,0,1,0,0,0,1,10,1.25,0.67,0,0,0,0,20,1,0,5,2,8,0
264,438,264,18,0,1,0,48,3,45,18,14.5,47,1,0,0,2,1,1,1,1,0,0,0.26,1,0,0,0,198,7,40,172,8,57.38,0
59,169,0,4,8,1,1,28,4,24,9,12.22,26,1,0,0,2,0,0,0,2,24,0.38,0.22,1,1,4,0,14,1,2,7,2,7,0
139,404,139,7,9,2,2,66,14,52,10,25.3,54,1,0,0,10,0,0,0,10,43,0.94,0.2,1,2,2,0,61,2,4,26,3,22.67,0
173,500,152,0,19,2,1,95,11,84,27,11.15,82,1,0,0,8,0,0,0,8,329,0.9,0.19,1,2,16,0,73,4,7,51,6,19,0
58,98,58,4,2,1,1,8,4,4,5,10.6,10,1,0,0,2,0,0,0,2,8,0.75,0.5,1,1,0,0,56,3,3,33,4,20,0
73,175,73,5,0,1,0,30,11,19,5,22.8,28,1,0,0,5,0,0,0,5,0,0.25,0.4,1,1,0,0,25,1,0,4,2,9,0
80,130,65,4,0,1,0,8,4,4,6,12.17,12,2,0,0.75,8,0,0,1,7,3,0.4,0.36,1,1,0,1,60,1,1,13,4,13.25,0
116,466,109,14,1,6,0,47,11,36,18,18.11,33,1,0,0,2,0,0,1,1,11,0.44,0.31,1,6,1,0,31,2,10,31,3,36.67,0
86,151,86,3,0,4,2,25,5,20,6,15.5,27,1,0,0,10,0,0,0,10,11,0.95,0.31,0.5,2,3,0,74,2,2,22,4,19.75,0
91,197,1,7,2,3,1,37,6,31,9,14.22,31,1,0,0,7,0,0,0,7,12,0.62,0.33,1,3,1,0,46,3,2,16,5,16.2,0
49,145,41,3,2,0,0,16,3,13,3,29.67,13,1,0,0,1,0,0,0,1,3,2,0.5,0,0,0,0,42,3,3,10,5,7.2,0
89,199,89,5,5,0,0,30,2,28,6,20.67,31,1,0,0,5,0,0,1,4,15,2,0.27,0,0,1,0,37,1,0,13,2,14,0
72,195,2,3,0,5,1,27,11,16,3,40.67,26,1,0,0,7,0,0,1,6,0,0.5,0.56,0.4,2,0,0,60,1,2,39,3,29.33,0
113,245,113,1,6,11,11,44,6,38,7,22.14,31,1,0,0,1,0,0,0,1,15,0.98,0.19,0.91,10,3,0,70,1,3,37,2,72,0
62,126,62,3,0,4,0,12,2,10,4,20,13,1,0,0,2,0,0,0,2,0,0.5,0.4,0,0,0,0,128,4,46,85,5,59.4,0
171,455,171,6,6,4,1,46,10,36,13,22.54,33,1,0,0,2,1,1,1,1,46,0.6,0.35,1,4,5,0,93,3,0,48,4,27.75,0
57,112,38,4,3,0,0,14,0,14,4,18.25,18,1,0,0,4,0,0,2,2,6,2,0.33,0,0,0,0,30,1,1,10,2,14,0
1175,1584,1175,82,7,4,1,357,315,42,85,14.72,205,1,0,0,3,0,0,0,3,0,0.33,0.12,0.75,3,2,0,357,17,39,296,23,44.35,0
98,329,98,9,0,5,0,32,1,31,9,27.33,23,1,0,0,1,1,1,0,1,0,0.12,0.31,0,0,0,0,38,1,4,15,3,19.67,0
718,1461,718,24,25,0,0,225,68,157,26,33.65,102,1,0,0,16,0,0,1,15,325,2,0.13,0,0,2,0,259,9,0,118,11,29.09,0
279,686,279,5,1,25,13,93,13,80,8,52.88,73,2,0,0.57,26,0,0,0,26,0,0.94,0.31,1,25,2,0,224,7,0,157,12,42.83,0
174,677,155,4,3,10,7,141,16,125,9,48.67,80,1,0,0,9,0,0,0,9,18,0.78,0.35,1,1,2,2,244,19,36,150,20,22.4,0
152,280,139,13,4,2,1,36,26,10,16,11.06,33,6,0,0.89,11,3,6,2,9,76,0.8,0.21,0.5,1,2,0,98,2,2,102,4,221,0
303,719,303,5,2,14,12,111,30,81,11,40.55,77,1,0,0,16,0,0,0,16,25,0.99,0.24,1,14,2,2,188,12,12,104,13,29.54,0
159,372,154,23,7,4,3,34,20,14,25,8.52,41,1,0,0,9,0,0,7,2,264,0.26,0.38,1,4,1,0,44,1,0,14,2,32,0
62,195,62,2,3,2,2,17,1,16,4,33.75,11,1,0,0,0,0,0,0,0,4,0.83,0.33,1,2,1,0,32,1,1,3,2,4,0
68,211,68,7,3,2,1,21,7,14,10,13.5,21,1,0,0,1,1,1,1,0,37,0.56,0.41,1,2,1,1,69,3,0,46,4,31.25,0
146,349,135,8,0,3,1,43,6,37,9,22.67,34,1,0,0,0,0,0,0,0,24,0.58,0.36,1,3,1,0,44,3,4,25,4,32.5,0
240,618,240,6,10,7,7,98,10,88,11,35.91,40,1,0,0,0,0,0,0,0,53,1.04,0.13,0.14,1,0,0,103,6,20,64,8,21.12,0
281,798,281,18,0,7,0,114,43,71,28,18.43,63,1,0,0,13,0,0,0,13,228,0.79,0.2,1,7,2,0,93,4,10,46,5,29.4,0
143,427,121,3,1,2,0,80,15,65,7,36.14,42,3,0,0.73,11,1,1,0,11,21,0.83,0.27,1,2,3,0,54,1,2,30,3,38.33,0
205,514,205,10,1,25,15,7,1,6,11,33.55,14,1,0,0,1,0,0,1,0,3,0.94,0.47,0.96,24,0,0,137,4,4,116,6,108.83,0
453,1119,453,32,2,14,3,86,36,50,35,20.23,73,1,0,0,18,0,0,2,16,337,0.78,0.17,0.43,6,2,0,245,9,22,136,11,57.73,0
142,334,142,1,3,3,3,51,3,48,4,50.25,33,1,0,0,0,0,0,0,0,6,1.22,0.38,0.67,2,3,0,29,4,0,5,5,3,0
117,265,117,11,10,0,0,24,13,11,11,16.09,23,1,0,0,10,0,0,0,10,55,2,0.23,0,0,0,0,47,1,3,13,2,18.5,0
396,328,377,21,0,8,1,43,13,30,21,8.95,44,1,0,0,16,0,0,3,13,162,0.86,0.19,1,1,0,0,111,5,14,74,7,26,0
159,459,151,11,0,5,0,42,21,21,12,25.25,37,1,0,0,8,1,1,0,8,2,0.6,0.26,1,5,1,0,67,5,0,41,11,14,0
119,387,15,2,1,5,2,59,41,18,3,83.67,41,3,0,0.99,16,2,4,0,16,0,0.7,0.58,1,3,0,0,148,1,16,106,3,94.67,0
397,1352,397,30,4,6,0,97,69,28,38,22.5,88,2,0,0.44,5,1,13,0,5,525,0.65,0.16,1,6,3,4,113,7,13,95,9,31,0
100,201,100,8,0,1,0,28,24,4,8,16,26,1,0,0,12,0,0,0,12,16,0.43,0.22,1,1,0,0,41,1,1,5,4,7.5,0
184,505,177,17,2,2,0,18,6,12,18,17.94,27,1,0,0,2,0,0,0,2,0,0.32,0.36,1,0,1,0,50,2,11,57,3,57,0
139,252,124,13,1,5,0,35,20,15,13,12.69,32,1,0,0,13,0,0,0,13,42,0.6,0.17,1,5,0,0,85,2,0,20,3,17.33,0
378,741,378,23,0,2,1,94,47,47,26,17.46,65,2,0,0.63,12,1,16,4,8,0,0.6,0.16,1,2,3,0,249,12,37,151,14,107.64,0
145,439,102,9,0,8,0,69,38,31,9,31.67,57,1,0,0,18,0,0,1,17,2,0.67,0.24,1,8,0,0,197,16,11,138,19,24.47,0
653,1668,653,15,11,13,1,203,79,124,47,22.28,134,1,0,0,31,0,0,1,31,767,0.87,0.1,1,13,21,5,273,7,3,235,10,71.4,0
133,511,119,9,4,7,3,65,4,61,12,27.92,41,1,0,0,3,1,1,0,3,18,0.68,0.3,1,7,1,0,33,1,1,5,2,8,0
168,421,168,5,6,0,0,74,28,46,7,37.86,59,1,0,0,8,0,0,0,8,21,2,0.18,0,0,1,0,65,6,6,13,7,15.57,0
341,879,341,5,6,5,4,147,21,126,16,37.38,84,2,0,0.33,26,2,6,1,25,76,0.92,0.21,1,5,9,1,443,6,0,296,10,96.2,0
134,369,134,13,0,4,0,31,10,21,13,17.69,30,1,0,0,2,1,1,1,1,0,0.69,0.37,0.5,2,0,0,73,3,12,51,4,46.75,0
146,379,146,10,2,6,2,32,2,30,11,22,29,1,0,0,1,1,1,0,1,11,0.6,0.23,1,6,0,0,55,1,8,23,2,28.5,0
326,1082,326,10,2,10,2,211,24,187,21,33.43,118,1,0,0,22,0,0,0,22,106,0.83,0.17,0.9,9,3,0,156,8,0,167,9,49.11,0
507,1469,507,18,1,15,6,152,13,139,25,37.32,66,1,0,0,9,0,0,0,9,192,0.84,0.22,0.93,14,6,0,47,1,4,23,2,54,0
155,207,148,9,0,5,0,13,4,9,9,14.89,20,1,0,0,3,1,1,0,3,0,0.7,0.26,1,5,0,0,77,1,5,18,2,36,0
137,176,137,5,1,4,2,12,6,6,6,17.67,16,2,0,0.71,9,0,0,1,8,0,0.7,0.47,1,4,0,0,153,1,0,68,4,98,0
202,576,1,6,1,17,8,105,32,73,11,35.27,48,1,0,0,19,0,0,1,18,25,0.79,0.2,1,17,4,0,93,3,0,33,5,25.8,0
129,112,129,9,0,3,0,6,0,6,9,7.11,15,1,0,0,2,1,1,1,1,20,0.79,0.29,1,3,0,0,63,1,0,24,2,35,0
168,458,168,0,7,3,3,65,6,59,8,35.38,23,1,0,0,22,0,0,0,22,24,0.9,0.33,1,3,5,0,34,1,2,4,2,8.5,0
183,184,183,23,0,11,0,4,0,4,23,3.96,27,1,0,0,1,0,0,1,0,227,0.95,0.38,1,11,0,0,111,2,9,51,4,23.25,0
72,161,72,0,7,1,1,19,2,17,8,12,25,1,0,0,2,0,0,0,2,8,0.43,0.21,1,1,2,0,57,4,6,21,6,9.17,0
186,451,186,14,2,7,3,69,32,37,19,15,56,1,0,0,10,0,0,1,9,61,0.78,0.39,1,7,1,0,119,6,0,82,8,31.25,0
98,258,10,7,0,6,0,36,8,28,7,25.71,22,1,0,0,5,0,0,0,5,11,0.69,0.57,1,6,0,0,52,3,3,20,4,26.75,0
110,357,0,11,0,3,1,51,17,34,16,14.19,40,1,0,0,2,0,0,1,1,0,0.58,0.31,1,3,4,0,72,6,0,49,8,30.25,0
76,230,69,13,0,2,1,23,12,11,13,10.54,21,3,0,0.79,5,2,4,0,5,58,0.54,0.42,1,2,0,0,47,3,13,35,4,33,0
61,161,58,6,0,2,0,16,0,16,6,18.17,14,1,0,0,0,1,1,0,0,0,0.2,0.44,1,2,0,0,57,4,7,16,5,16.6,0
78,215,1,9,0,2,0,31,14,17,10,13.3,25,1,0,0,6,0,0,1,5,41,0.89,0.5,1,2,1,0,66,2,9,23,3,19,0
62,195,55,7,4,7,3,24,6,18,10,13.6,19,2,0,0.62,3,1,1,1,2,35,0.78,0.33,0.14,1,2,0,27,2,7,18,3,18.67,0
84,201,70,12,0,4,0,13,11,2,12,9.83,23,2,0,0.44,4,1,1,0,4,20,0.73,0.3,1,4,0,0,83,3,0,51,4,36.5,0
795,1968,696,32,1,23,1,318,164,154,41,31.1,170,4,0,0.68,36,0,0,0,36,714,0.92,0.1,1,23,7,0,298,9,27,225,12,54.83,0
258,1118,3,2,2,10,5,193,81,112,23,32.26,111,1,0,0,23,0,0,1,23,189,0.8,0.17,0.7,7,13,3,204,19,2,270,23,45.83,0
152,201,152,5,6,1,1,22,1,21,7,16.71,20,1,0,0,3,0,0,0,3,19,0.83,0.24,1,1,1,0,92,5,5,20,8,17.25,0
128,368,112,6,9,1,1,47,7,40,13,17,40,1,0,0,8,0,0,0,8,48,0.58,0.28,0,0,6,0,71,2,10,46,4,38,0
117,321,117,9,2,6,1,36,13,23,10,20.1,26,2,0,0.4,6,1,1,0,6,29,0.87,0.75,1,3,1,0,39,1,2,21,2,33,0
228,390,228,18,0,3,1,59,2,57,21,11.57,48,1,0,0,1,1,1,0,1,0,0.55,0.3,1,3,3,0,100,3,5,40,4,42.25,0
1370,3047,1370,74,2,89,81,551,139,412,89,22.35,160,1,0,0,8,0,0,0,8,3654,0.99,0.14,0.13,10,5,8,482,31,110,358,34,32.21,0
221,404,221,17,0,2,1,24,22,2,18,14.44,23,2,0,0.5,6,1,17,1,5,0,0.53,0.42,1,2,1,0,69,3,8,22,4,38.25,0
379,845,379,14,1,10,1,139,2,137,15,37.8,81,2,0,0.32,21,0,0,0,21,27,0.78,0.36,0.9,9,0,0,130,3,13,78,5,55,0
215,552,196,12,1,5,0,24,9,15,14,24.93,28,1,0,0,5,0,0,0,5,0,0.54,0.26,0.8,4,0,0,89,2,8,49,3,63.33,0
281,472,281,20,5,7,2,36,18,18,25,12.76,51,1,0,0,10,1,1,0,10,20,0.67,0.17,1,7,0,0,184,7,0,81,9,18.56,0
305,407,303,14,0,4,0,41,11,30,16,17.44,36,1,0,0,18,1,1,16,2,10,0.4,0.31,1,4,2,0,62,2,12,40,3,44.67,0
492,920,492,31,1,15,4,111,25,86,32,18.97,60,1,0,0,1,1,1,1,0,144,0.69,0.24,1,15,0,0,193,12,15,136,14,25.64,0
83,207,83,3,5,1,1,35,1,34,6,21.33,36,1,0,0,7,0,0,0,7,13,0.8,0.36,1,1,2,0,62,2,5,28,3,45.33,0
76,146,76,9,8,3,3,21,13,8,9,9.89,19,1,0,0,6,0,0,5,1,36,1.12,0.22,0,0,0,0,33,2,0,25,3,15,0
176,485,176,17,3,8,3,72,2,70,19,16.11,60,1,0,0,18,0,0,8,10,105,0.82,0.29,0.88,7,1,0,58,1,6,23,2,30.5,0
218,500,188,9,0,3,0,72,54,18,9,37.44,46,1,0,0,12,0,0,0,12,0,0.58,0.29,1,3,0,0,84,1,1,26,8,16.25,0
112,409,3,3,4,2,0,49,10,39,10,25.5,33,1,0,0,4,0,0,0,4,33,0.56,0.2,1,2,4,0,86,6,10,55,9,19.56,0
86,229,77,1,1,3,3,39,12,27,9,16.33,25,2,0,0.56,3,1,1,0,3,30,0.67,0.33,1,3,3,4,59,5,5,19,7,10.86,0
215,542,190,14,1,31,29,82,38,44,17,19.47,55,2,0,0.33,13,0,0,0,13,110,1.02,0.27,0,0,1,1,68,3,6,43,6,19.17,0
230,424,199,10,0,7,2,54,22,32,12,21.5,56,1,0,0,20,0,0,0,20,10,0.73,0.23,0.43,3,2,0,127,7,12,51,13,18.31,0
83,139,83,4,1,2,0,16,2,14,5,18.4,16,1,0,0,0,1,1,0,0,0,0,0.47,0,0,1,0,88,7,12,20,8,9.62,0
93,146,93,6,0,2,1,14,8,6,7,12.57,15,3,0,0.78,2,2,8,1,1,9,0.58,0.5,1,2,1,0,78,4,2,27,7,19.57,0
55,86,55,2,2,0,0,6,0,6,3,15.33,9,1,0,0,0,0,0,0,0,3,2,0.5,0,0,1,0,55,6,6,20,7,10.86,0
369,976,349,7,16,10,10,165,5,160,17,38,55,1,0,0,6,0,0,0,6,124,1.02,0.31,0.1,1,0,0,185,6,39,148,11,38.09,0
214,560,214,6,6,0,0,47,0,47,7,53.14,28,1,0,0,3,0,0,0,3,21,2,0.29,0,0,1,0,65,2,9,48,3,70.33,0
219,466,219,7,0,4,0,56,16,40,9,31.33,40,2,0,0.33,9,0,0,0,9,18,0.75,0.21,1,4,2,0,83,3,3,61,4,50.25,0
179,366,179,6,3,3,0,51,31,20,14,17.43,44,1,0,0,10,0,0,0,10,51,0.59,0.29,1,3,7,1,133,5,3,94,8,40.38,0
264,723,264,15,4,6,1,82,58,24,35,12.77,73,1,1,0,13,0,0,1,12,551,0.89,0.18,1,6,12,7,172,4,12,106,21,18.38,0
171,412,171,7,0,4,0,66,3,63,7,37.71,44,1,0,0,3,0,0,0,3,0,0.46,0.43,0,0,0,0,36,2,5,15,5,11.4,0
248,1265,238,10,6,38,36,128,42,86,13,73,42,2,0,0.54,2,1,1,0,2,62,0.97,0.25,0.08,3,2,0,27,1,0,4,2,25.5,0
350,1141,337,41,0,18,0,112,49,63,42,16.76,75,1,0,0,7,0,0,0,7,701,0.92,0.2,1,16,1,0,262,14,57,243,18,45.22,0
302,937,302,2,1,9,5,119,60,59,15,38.73,38,1,0,0,1,0,0,0,1,0,0.58,0.4,1,9,0,12,65,4,12,26,5,14.4,0
899,3284,885,42,1,37,17,504,34,470,45,54.64,81,5,0,0.94,3,2,4,0,3,30,0.85,0.29,0.57,21,2,0,232,28,11,82,30,12.83,0
290,827,290,5,3,3,3,123,32,91,10,52.2,80,1,0,0,19,0,0,0,19,39,1,0.31,0.67,2,4,0,289,9,7,137,13,36,0
97,251,97,4,5,0,0,44,3,41,6,29.33,24,1,0,0,2,0,0,0,2,15,2,0.33,0,0,2,0,39,1,4,9,2,13,0
106,590,106,14,4,14,10,56,13,43,16,28.25,31,2,0,0.48,7,1,1,2,5,78,0.88,0.28,0.36,5,1,0,80,5,0,22,6,10.67,0
90,154,90,10,0,1,0,14,4,10,10,9.9,18,1,0,0,4,1,1,0,4,3,0.22,0.28,1,1,0,0,42,1,0,15,3,22,0
91,156,91,10,0,1,0,14,4,10,10,9.9,18,1,0,0,4,1,1,0,4,3,0.22,0.28,1,1,0,0,42,1,0,15,3,22,0
75,186,0,5,0,6,0,13,12,1,10,11.6,20,1,0,0,7,0,0,0,7,19,0.74,0.28,1,6,2,0,31,1,0,19,6,15.67,0
195,224,195,10,0,0,0,42,35,7,10,14,25,2,0,0.53,17,0,0,0,17,45,2,0.21,0,0,0,0,348,28,23,184,30,20.97,0
284,671,284,14,13,11,5,76,9,67,23,18.52,54,1,0,0,6,1,1,0,6,137,0.83,0.16,1,11,1,0,191,12,0,189,15,28.47,0
602,1836,581,12,14,5,2,275,43,232,31,39.39,103,1,0,0,14,0,0,1,13,341,0.79,0.22,1,3,6,9,173,10,50,126,11,28.91,0
433,1475,433,2,0,4,0,142,117,25,16,55.06,25,1,0,0,1,0,0,0,1,0,0.42,0.48,1,4,14,0,47,1,1,4,2,63.5,0
289,449,289,32,3,2,0,72,8,64,33,8.27,61,1,0,0,2,0,0,0,2,496,0.83,0.41,1,2,0,0,73,2,2,18,5,14.8,0
302,742,302,6,1,28,20,150,9,141,13,37.31,75,2,0,0.44,30,0,0,0,30,0,0.96,0.47,1,16,6,0,168,6,5,109,9,38.56,0
141,296,140,7,1,12,5,38,11,27,11,15.73,33,1,0,0,0,0,0,0,0,33,0.61,0.43,1,12,2,0,99,4,3,62,5,46,0
254,635,254,10,4,2,2,112,26,86,11,35.91,70,2,0,0.25,13,0,0,0,13,31,0.65,0.28,0.5,1,0,0,143,5,15,107,9,23.89,0
151,499,12,6,3,10,7,102,6,96,12,27.42,66,1,0,0,6,0,0,0,6,22,0.83,0.32,0.3,2,4,0,63,4,4,43,6,21.67,0
155,363,143,7,1,5,2,61,2,59,8,31.75,32,2,0,0.5,5,1,4,0,5,0,0.74,0.37,1,5,0,0,90,1,4,44,2,106.5,0
118,491,0,3,0,2,0,77,64,13,8,38.88,69,1,0,0,14,0,0,0,14,0,0.36,0.26,1,2,5,0,36,3,3,19,4,13.5,0
284,1047,7,11,0,12,1,180,35,145,15,47.33,80,2,0,0.53,6,2,2,0,6,65,0.87,0.27,1,12,4,0,113,9,11,71,11,20.55,0
130,324,120,33,0,7,0,29,19,10,33,5.61,29,2,0,0.11,8,0,0,0,8,486,0.86,0.22,1,7,0,0,128,9,12,74,10,23.5,0
451,400,451,4,5,11,1,61,6,55,12,21.92,52,2,0,0.44,12,0,0,0,12,12,0.74,0.33,1,11,2,1,75,1,2,26,4,24.5,0
293,442,18,33,0,15,1,43,4,39,34,7.91,47,1,0,0,3,1,1,0,3,407,0.92,0.15,0.93,14,1,0,22,1,0,4,2,7,0
130,289,113,26,0,0,0,35,24,11,26,6.23,42,2,0,0.29,13,1,1,1,12,325,2,0.19,0,0,0,0,115,7,18,61,10,19.3,0
238,756,238,8,11,4,4,77,22,55,12,39.92,46,1,0,0,6,0,0,0,6,64,1.05,0.12,1,4,3,0,89,6,11,40,7,17.71,0
104,334,0,7,10,0,0,41,11,30,11,17.91,37,1,0,0,5,0,0,1,4,55,2,0.2,0,0,0,4,45,3,0,11,4,6.25,0
180,438,180,1,2,4,2,70,34,36,8,34.12,59,1,0,0,24,0,0,1,23,18,0.64,0.25,1,4,4,0,115,2,0,44,7,25.71,0
124,175,111,9,0,1,0,21,9,12,9,10.89,18,1,0,0,4,1,1,0,4,34,0.12,0.44,1,1,0,0,71,4,0,9,5,7.6,0
224,706,212,11,0,11,1,28,11,17,13,37.92,28,1,0,0,5,0,0,0,5,62,0.68,0.33,0.91,10,2,0,78,1,0,43,2,85,0
150,363,150,11,2,9,2,37,2,35,13,16.85,25,1,0,0,3,0,0,3,0,30,0.83,0.47,1,9,1,0,47,1,0,29,2,40.5,0
149,205,140,8,0,3,0,13,4,9,11,10.45,21,1,0,0,11,1,1,2,9,31,0.73,0.22,1,2,0,3,52,3,3,13,4,15,0
306,599,306,11,2,3,2,67,10,57,12,31.75,51,1,0,0,6,1,1,0,6,6,0.58,0.27,1,3,0,0,292,9,0,121,12,28.92,0
313,892,313,27,1,4,0,141,56,85,29,19.1,95,2,0,0.1,28,1,3,4,24,274,0.69,0.15,0.75,3,2,0,33,1,3,16,2,23,0
100,362,86,2,1,4,4,42,8,34,3,72.67,37,1,0,0,4,0,0,0,4,1,0.75,0.75,1,4,0,0,19,1,0,5,2,7,0
217,290,217,7,1,8,1,20,10,10,10,19.1,25,1,0,0,8,0,0,0,8,21,0.72,0.47,1,8,2,0,76,2,2,19,4,37,0
92,233,92,2,1,2,1,46,16,30,8,18.75,30,1,2,0,8,0,0,2,6,22,0.86,0.45,1,2,3,2,53,2,0,42,4,34.75,0
83,204,0,8,0,4,1,12,3,9,11,10.64,18,1,0,0,0,1,1,0,0,21,0.85,0.48,0.75,3,3,0,39,3,10,32,4,26.25,0
345,805,294,56,0,2,0,106,65,41,63,8.13,83,2,0,0,2,0,0,0,2,1923,0.49,0.32,1,1,0,1,108,11,0,100,12,23.25,0
1031,3026,1031,62,66,3,3,125,80,45,67,27.69,101,1,0,0,8,0,0,4,5,2205,0.97,0.18,0.33,1,4,0,564,24,46,203,25,72.92,0
284,649,273,2,4,3,3,86,8,78,6,72.5,26,1,0,0,6,0,0,0,6,11,0.6,0.6,1,3,3,0,91,1,0,176,3,219.67,0
164,256,155,24,0,11,0,20,7,13,24,6,38,1,0,0,7,0,0,4,4,254,0.95,0.24,1,11,0,0,55,2,3,18,3,21,0
327,777,327,19,0,4,1,86,35,51,20,25.55,50,2,0,0.5,5,1,17,0,5,0,0.38,0.22,1,4,0,1,119,4,20,93,6,79.67,0
316,499,296,18,2,2,1,95,27,68,20,15.8,63,1,0,0,3,0,0,0,3,188,0.58,0.47,1,1,1,0,272,24,2,213,26,20.38,0
208,789,208,3,8,3,1,183,21,162,18,29.39,104,1,0,0,16,0,0,0,16,121,0.82,0.18,1,3,14,0,131,1,0,80,9,32.78,0
131,257,131,9,0,2,0,27,8,19,9,18,22,1,0,0,4,1,1,3,1,0,0.19,0.36,1,2,0,0,80,8,0,29,11,7.64,0
204,811,204,2,11,2,0,97,23,74,16,33,51,1,0,0,6,0,0,0,6,116,0.9,0.22,1,2,14,0,24,1,1,9,2,17,0
